0.405,0.55,-0.475
0.57,0.6,-0.655
0.64,0.375,-0.725
0.655,0.135,-0.81
0.71,0.245,-1.025
0.695,0.005,-1.09
0.485,0.04,-1.22
0.19,0.52,-0.13
0.415,0.48,-0.235
0.51,0.26,-0.295
0.39,0.19,-0.505
0.395,0.375,-0.67
0.28,0.535,-0.825
0.17,0.575,-1.04
0.11,0.44,-1.245
0.055,0.255,-0.01
0.22,0.07,-0.01
0.37,0.035,-0.205
0.525,0.225,-0.26
0.44,0.225,-0.495
0.48,0.46,-0.555
0.32,0.625,-0.655
0.22,0.59,-0.88
0.165,0.425,-1.055
0.195,0.3,-1.275
0.165,0.315,0.015
0.25,0.16,-0.155
0.445,0.21,-0.305
0.52,0.1,-0.515
0.415,0.325,-0.55
0.25,0.2,-0.69
0.155,0.17,-0.92
0.22,0.265,-1.14
0.295,0.05,-1.24
0.14,0.41,-0.155
0.195,0.555,-0.355
0.215,0.385,-0.54
0.265,0.425,-0.78
0.17,0.575,-0.955
0.245,0.46,-1.165
0.055,0.275,-0.075
0.25,0.325,-0.225
0.355,0.455,-0.41
0.19,0.555,-0.565
0.185,0.31,-0.59
0.045,0.305,-0.8
0.215,0.4,-0.955
0.255,0.385,-1.205
0.315,0.16,-1.3
0.36,0.31,-1.495
0.04,0.2,-0.32
0.11,0.025,-0.48
0.22,0.075,-0.7
0.175,0.27,-0.855
0.245,0.26,-1.095
0.34,0.04,-1.16
0.22,0.455,-0.08
0.295,0.395,-0.31
0.34,0.56,-0.49
0.25,0.515,-0.72
0.17,0.61,-0.94
0.105,0.38,-1.02
0.075,0.455,-1.255
0.32,0.41,-1.26
0.41,0.495,-1.48
0.325,0.26,-1.52
0.155,0.34,-0.085
0.295,0.455,-0.255
0.46,0.515,-0.43
0.635,0.45,-0.6
0.485,0.515,-0.79
0.705,0.535,-0.91
0.67,0.44,-1.14
0.715,0.6,-1.325
0.535,0.45,-1.42
0.715,0.285,-1.47
0.1,0.325,-0.125
0.2,0.21,-0.32
0.225,0.265,-0.565
0.46,0.345,-0.525
0.665,0.21,-0.525
0.64,0.31,-0.755
0.695,0.14,-0.93
0.695,0.115,-1.175
0.645,0.015,-1.4
0.02,0.335,-0.16
0.12,0.3,-0.385
0.2,0.43,-0.585
0.035,0.395,-0.77
0.06,0.495,-1.0
0.22,0.3,-0.985
0.325,0.26,-1.205
0.325,0.01,-1.21
0.11,0.62,-0.16
0.145,0.62,-0.405
0.115,0.63,-0.655
0.15,0.48,-0.85
0.16,0.45,-1.1
0.27,0.235,-1.165
0.36,0.04,-1.285
0.255,0.08,-1.51
0.17,0.525,-0.155
0.16,0.605,-0.39
0.375,0.58,-0.52
0.485,0.515,-0.73
0.695,0.465,-0.855
0.64,0.245,-0.965
0.685,0.085,-1.15
0.235,0.435,-0.025
0.47,0.39,-0.1
0.535,0.15,-0.145
0.685,0.17,-0.34
0.635,0.05,-0.55
0.56,0.275,-0.62
0.7,0.355,-0.815
0.555,0.38,-1.015
0.695,0.455,-1.21
0.69,0.25,-1.35
0.605,0.29,-1.58
0.435,0.135,-1.48
0.005,0.285,-0.1
0.21,0.16,-0.175
0.43,0.06,-0.245
0.565,0.2,-0.4
0.41,0.31,-0.565
0.265,0.415,-0.74
0.235,0.61,-0.895
0.035,0.57,-1.045
0.255,0.555,-1.165
0.15,0.35,-0.105
0.23,0.495,-0.295
0.45,0.605,-0.28
0.565,0.61,-0.5
0.685,0.415,-0.6
0.585,0.275,-0.78
0.465,0.44,-0.925
0.635,0.31,-1.055
0.69,0.185,-1.265
0.685,0.385,-1.415
0.45,0.44,-1.475
0.11,0.285,-0.035
0.27,0.27,-0.23
0.39,0.07,-0.315
0.24,0.08,-0.515
0.21,0.265,-0.68
0.14,0.235,-0.92
0.125,0.375,-1.125
0.295,0.235,-1.24
0.14,0.37,-0.13
0.265,0.175,-0.235
0.31,0.405,-0.33
0.145,0.515,-0.48
0.105,0.575,-0.72
0.175,0.34,-0.74
0.105,0.37,-0.98
0.23,0.355,-1.2
0.14,0.35,-0.115
0.305,0.48,-0.25
0.3,0.475,-0.495
0.425,0.425,-0.705
0.29,0.61,-0.81
0.045,0.555,-0.805
0.14,0.59,-1.035
0.2,0.6,-0.075
0.25,0.37,-0.17
0.365,0.23,-0.34
0.335,0.095,-0.545
0.46,0.025,-0.755
0.675,0.035,-0.875
0.66,0.19,-1.07
0.715,0.04,-1.26
0.065,0.625,-0.175
0.245,0.46,-0.24
0.4,0.55,-0.415
0.595,0.46,-0.545
0.7,0.4,-0.76
0.505,0.32,-0.895
0.615,0.205,-1.09
0.685,0.2,-1.33
0.68,0.415,-1.465
0.495,0.275,-1.55
0.065,0.56,-0.205
0.07,0.395,-0.395
0.235,0.54,-0.52
0.245,0.37,-0.705
0.16,0.34,-0.94
0.125,0.505,-1.125
0.135,0.31,-0.07
0.38,0.285,-0.085
0.545,0.35,-0.26
0.7,0.275,-0.44
0.68,0.51,-0.52
0.465,0.495,-0.395
0.275,0.41,-0.535
0.12,0.37,-0.73
0.2,0.52,-0.91
0.24,0.485,-1.155
0.015,0.63,-0.185
0.25,0.58,-0.245
0.395,0.465,-0.415
0.56,0.5,-0.6
0.695,0.455,-0.805
0.715,0.32,-1.015
0.705,0.085,-0.945
0.675,0.085,-1.195
0.135,0.305,-0.045
0.195,0.435,-0.25
0.105,0.43,-0.485
0.035,0.58,-0.67
0.09,0.62,-0.91
0.07,0.42,-0.76
0.21,0.31,-0.935
0.315,0.255,-1.155
0.115,0.615,-0.16
0.285,0.615,-0.34
0.33,0.37,-0.395
0.14,0.215,-0.425
0.09,0.4,-0.585
0.16,0.545,-0.775
0.04,0.495,-0.99
0.085,0.63,-1.195
0.175,0.445,-0.14
0.35,0.44,-0.315
0.39,0.465,-0.565
0.33,0.33,-0.765
0.16,0.505,-0.715
0.08,0.34,-0.885
0.035,0.43,-1.115
0.1,0.585,-1.3
0.09,0.455,-0.2
0.12,0.23,-0.305
0.265,0.325,-0.485
0.19,0.395,-0.71
0.205,0.605,-0.845
0.085,0.605,-1.06
0.16,0.615,-1.3
0.12,0.345,-0.13
0.245,0.185,-0.275
0.07,0.285,-0.425
0.17,0.51,-0.435
0.2,0.355,-0.625
0.105,0.36,-0.855
0.13,0.56,-1.005
0.105,0.63,-1.245
0.32,0.52,-1.325
0.23,0.29,-1.34
0.16,0.45,-0.16
0.255,0.29,-0.32
0.395,0.1,-0.405
0.52,0.265,-0.54
0.5,0.11,-0.735
0.555,0.175,-0.97
0.71,0.165,-1.17
0.69,0.405,-1.225
0.695,0.475,-1.465
0.46,0.545,-1.42
0.05,0.565,-0.21
0.165,0.35,-0.26
0.265,0.14,-0.355
0.255,0.265,-0.57
0.365,0.295,-0.795
0.15,0.24,-0.905
0.28,0.325,-1.1
0.425,0.18,-1.245
0.59,0.01,-1.32
0.49,0.03,-1.55
0.225,0.545,-0.065
0.22,0.315,-0.16
0.38,0.135,-0.1
0.235,0.42,0.01
0.265,0.185,-0.055
0.19,0.06,-0.26
0.21,0.175,-0.48
0.42,0.05,-0.53
0.39,0.29,-0.59
0.57,0.335,-0.76
0.7,0.485,-0.915
0.68,0.37,-1.135
0.64,0.565,-1.29
0.42,0.57,-1.4
0.275,0.365,-1.355
0.155,0.305,0.0
0.365,0.265,-0.13
0.59,0.33,-0.215
0.63,0.14,-0.37
0.465,0.105,-0.555
0.37,0.2,-0.765
0.17,0.34,-0.815
0.105,0.545,-0.945
0.115,0.585,-1.19
0.19,0.345,-0.015
0.33,0.135,-0.025
0.56,0.195,-0.1
0.685,0.385,-0.21
0.69,0.42,-0.455
0.53,0.385,-0.645
0.71,0.265,-0.775
0.135,0.535,-0.175
0.37,0.485,-0.25
0.315,0.625,-0.45
0.27,0.565,-0.685
0.225,0.565,-0.935
0.165,0.565,-1.175
0.225,0.345,-1.275
0.3,0.145,-1.4
0.085,0.265,-0.01
0.095,0.335,-0.25
0.065,0.46,-0.465
0.03,0.475,-0.71
0.015,0.6,-0.93
0.045,0.49,-1.15
0.26,0.485,-1.28
0.245,0.59,-1.05
0.13,0.59,-0.16
0.245,0.555,-0.38
0.355,0.545,-0.605
0.405,0.54,-0.85
0.56,0.41,-0.995
0.71,0.355,-1.185
0.71,0.11,-1.245
0.635,0.06,-1.48
0.44,0.22,-1.44
0.0,0.275,-0.09
0.2,0.13,-0.12
0.175,0.16,-0.37
0.12,0.295,-0.57
0.135,0.515,-0.685
0.22,0.285,-0.72
0.13,0.175,-0.925
0.275,0.235,-1.12
0.03,0.29,-0.11
0.18,0.405,-0.275
0.2,0.5,-0.505
0.145,0.59,-0.73
0.045,0.54,-0.955
0.08,0.295,-0.99
0.13,0.295,-1.235
0.105,0.55,-0.19
0.11,0.305,-0.23
0.205,0.215,-0.44
0.28,0.065,-0.63
0.52,0.09,-0.695
0.665,0.245,-0.83
0.695,0.145,-1.06
0.675,0.04,-1.285
0.12,0.295,-0.045
0.225,0.115,-0.185
0.35,0.255,-0.355
0.19,0.43,-0.43
0.105,0.47,-0.665
0.1,0.355,-0.885
0.19,0.295,-1.11
0.105,0.53,-1.09
0.015,0.525,-1.325
0.26,0.535,-1.275
0.175,0.325,-0.01
0.31,0.125,-0.065
0.43,0.145,-0.285
0.36,0.285,-0.475
0.19,0.395,-0.625
0.115,0.505,-0.835
0.135,0.54,-1.08
0.18,0.6,-0.105
0.43,0.585,-0.135
0.405,0.42,-0.325
0.52,0.33,-0.525
0.645,0.44,-0.715
0.46,0.605,-0.68
0.35,0.62,-0.91
0.245,0.445,-0.77
0.185,0.29,-0.96
0.285,0.175,-1.16
0.045,0.34,-0.16
0.155,0.225,-0.355
0.275,0.155,-0.56
0.5,0.075,-0.635
0.655,0.035,-0.825
0.71,0.2,-1.01
0.69,0.29,-1.24
0.695,0.54,-1.27
0.715,0.325,-1.395
0.48,0.24,-1.41
0.05,0.315,-0.13
0.295,0.28,-0.175
0.225,0.425,-0.365
0.415,0.285,-0.45
0.455,0.46,-0.625
0.275,0.61,-0.715
0.175,0.63,-0.94
0.13,0.4,-1.025
0.195,0.505,-1.24
0.27,0.325,-1.4
0.295,0.08,-1.43
0.155,0.545,-0.16
0.37,0.51,-0.28
0.49,0.33,-0.41
0.635,0.505,-0.52
0.48,0.495,-0.715
0.27,0.385,-0.8
0.105,0.3,-0.965
0.205,0.365,-1.185
0.215,0.31,-1.43
0.425,0.175,-1.405
0.56,0.375,-1.465
0.205,0.45,-0.105
0.24,0.25,-0.255
0.2,0.405,-0.45
0.25,0.32,-0.68
0.21,0.445,-0.89
0.235,0.485,-1.135
0.36,0.34,-1.3
0.305,0.1,-1.335
0.48,0.165,-1.505
0.41,0.405,-1.49
0.215,0.39,-0.04
0.38,0.33,-0.215
0.455,0.5,-0.385
0.34,0.505,-0.605
0.25,0.57,-0.83
0.16,0.475,-1.04
0.185,0.285,-1.2
0.285,0.07,-1.285
0.53,0.09,-1.335
0.62,0.215,-1.53
0.605,0.46,-1.485
0.05,0.33,-0.15
0.285,0.255,-0.105
0.375,0.405,-0.285
0.175,0.395,-0.435
0.025,0.55,-0.56
0.1,0.405,-0.745
0.055,0.37,-0.985
0.045,0.47,-1.215
0.23,0.35,-1.1
0.26,0.295,-1.345
0.275,0.045,-1.37
0.06,0.455,-0.21
0.22,0.525,-0.39
0.355,0.32,-0.365
0.485,0.135,-0.47
0.39,0.25,-0.67
0.515,0.205,-0.885
0.705,0.12,-1.02
0.665,0.06,-1.26
0.59,0.005,-1.49
0.38,0.05,-1.365
0.325,0.515,-0.25
0.44,0.31,-0.345
0.39,0.285,-0.585
0.32,0.415,-0.785
0.165,0.575,-0.675
0.02,0.55,-0.875
0.16,0.37,-0.98
0.295,0.285,-1.175
0.245,0.51,-0.02
0.27,0.34,-0.2
0.325,0.095,-0.23
0.295,0.055,-0.475
0.305,0.06,-0.725
0.54,0.07,-0.81
0.575,0.315,-0.83
0.6,0.52,-0.975
0.69,0.53,-1.21
0.645,0.47,-1.45
0.45,0.62,-1.4
0.275,0.555,-1.235
0.05,0.325,-0.15
0.04,0.105,-0.255
0.25,0.03,-0.37
0.455,0.095,-0.5
0.585,0.295,-0.565
0.53,0.525,-0.655
0.31,0.565,-0.55
0.07,0.495,-0.52
0.04,0.49,-0.77
0.08,0.53,-1.015
0.135,0.555,-1.255
0.23,0.385,-1.095
0.235,0.555,-0.035
0.235,0.39,-0.22
0.315,0.555,-0.39
0.55,0.62,-0.44
0.6,0.44,-0.605
0.45,0.24,-0.58
0.635,0.155,-0.725
0.665,0.04,-0.945
0.705,0.05,-1.19
0.0,0.315,-0.14
0.16,0.405,-0.31
0.17,0.535,-0.525
0.12,0.52,-0.77
0.18,0.615,-0.995
0.18,0.52,-1.225
0.42,0.54,-1.295
0.32,0.31,-1.29
0.535,0.205,-1.365
0.625,0.0,-1.475
0.01,0.25,0.0
0.135,0.11,-0.17
0.275,0.015,-0.355
0.38,0.115,-0.56
0.495,0.21,-0.76
0.58,0.445,-0.785
0.585,0.36,-1.02
0.715,0.235,-1.19
0.65,0.01,-1.265
0.49,0.15,-1.4
0.545,0.39,-1.36
0.115,0.345,-0.13
0.165,0.545,-0.275
0.33,0.405,-0.395
0.455,0.21,-0.495
0.55,0.365,-0.665
0.42,0.52,-0.81
0.255,0.58,-0.635
0.2,0.57,-0.88
0.22,0.6,-1.125
0.0,0.495,-1.155
0.215,0.445,-1.265
0.345,0.235,-1.25
0.49,0.045,-1.33
0.08,0.26,0.0
0.25,0.08,-0.02
0.395,0.075,-0.22
0.325,0.26,-0.37
0.26,0.22,-0.61
0.075,0.36,-0.7
0.135,0.505,-0.895
0.18,0.57,-1.135
0.17,0.32,-0.015
0.33,0.155,-0.11
0.53,0.125,-0.26
0.39,0.005,-0.425
0.395,0.185,-0.595
0.535,0.355,-0.715
0.435,0.585,-0.7
0.28,0.45,-0.845
0.06,0.565,-0.825
0.11,0.63,-1.065
0.07,0.505,-1.275
0.29,0.395,-1.225
0.375,0.205,-1.36
0.165,0.1,-0.215
0.375,0.145,-0.34
0.53,0.27,-0.495
0.505,0.455,-0.66
0.27,0.52,-0.725
0.11,0.61,-0.895
0.065,0.58,-1.14
0.17,0.36,-1.075
0.21,0.495,-1.28
0.02,0.295,-0.115
0.15,0.225,-0.315
0.055,0.455,-0.31
0.1,0.5,-0.555
0.105,0.585,-0.79
0.16,0.495,-1.015
0.225,0.255,-1.06
0.005,0.515,-0.22
0.225,0.625,-0.19
0.435,0.62,-0.33
0.34,0.475,-0.505
0.285,0.595,-0.72
0.135,0.55,-0.915
0.075,0.315,-0.985
0.135,0.44,-1.195
0.305,0.27,-1.27
0.135,0.31,-0.06
0.275,0.19,-0.235
0.455,0.02,-0.22
0.625,0.205,-0.215
0.115,0.295,-0.06
0.145,0.11,-0.225
0.0,0.03,-0.405
0.06,0.185,-0.59
0.085,0.355,-0.77
0.15,0.29,-1.005
0.255,0.345,-1.225
0.19,0.58,-1.295
0.425,0.55,-1.385
0.575,0.355,-1.39
0.21,0.37,0.0
0.35,0.34,-0.205
0.35,0.245,-0.435
0.53,0.405,-0.51
0.47,0.375,-0.755
0.59,0.325,-0.97
0.685,0.18,-1.15
0.695,0.225,-1.395
0.67,0.005,-1.505
0.075,0.45,-0.205
0.09,0.435,-0.455
0.15,0.405,-0.695
0.16,0.28,-0.91
0.195,0.385,-1.135
0.33,0.23,-1.28
0.46,0.085,-1.435
0.185,0.365,-0.075
0.23,0.405,-0.32
0.41,0.23,-0.295
0.4,0.03,-0.44
0.51,0.045,-0.665
0.705,0.02,-0.815
0.69,0.13,-1.04
0.685,0.035,-1.275
0.67,0.22,-1.44
0.44,0.295,-1.5
0.48,0.54,-1.49
0.08,0.33,-0.14
0.235,0.465,-0.285
0.27,0.435,-0.53
0.08,0.6,-0.56
0.0,0.575,-0.795
0.13,0.375,-0.875
0.24,0.47,-1.075
0.285,0.515,-1.315
0.385,0.33,-1.445
0.385,0.33,-1.445
0.0,0.5,-3.0
